,key_0,mean_rating,user_rating
93,as1082,3.502155172413793,464
94,as1083,3.513100436681223,458
95,as1084,3.5384615384615383,481
96,as1085,3.5496957403651117,493
97,as1086,3.625277161862528,451
98,as1087,3.520876826722338,479
99,as1088,3.459958932238193,487
100,as1089,3.5320910973084887,483
101,as109,3.5541586073500966,517
102,as1090,3.47,500
103,as1091,3.4616104868913857,534
104,as1092,3.541322314049587,484
105,as1093,3.5728744939271255,494
106,as1094,3.5287907869481767,521
107,as1095,3.562977099236641,524
108,as1096,3.4801762114537445,454
109,as1097,3.5496828752642706,473
110,as1098,3.5555555555555554,468
111,as1099,3.5813008130081303,492
112,as11,3.607068607068607,481
113,as110,3.479296066252588,483
114,as1100,3.6004228329809727,473
115,as1101,3.5955882352941178,476
116,as1102,3.467021276595745,470
117,as1103,3.4731285988483687,521
118,as1104,3.5768463073852295,501
119,as1105,3.549689440993789,483
120,as1106,3.4897330595482545,487
121,as1107,3.5414141414141413,495
122,as1108,3.504863813229572,514
123,as1109,3.5137420718816066,473
124,as111,3.4958071278825997,477
125,as1110,3.530501089324619,459
126,as1111,3.508492569002123,471
127,as1112,3.539961013645224,513
128,as1113,3.558653846153846,520
129,as1114,3.533811475409836,488
130,as1115,3.5337301587301586,504
131,as1116,3.5221518987341773,474
132,as1117,3.4862579281183934,473
133,as1118,3.5924731182795697,465
134,as1119,3.5782442748091605,524
135,as112,3.5514541387024607,447
136,as1120,3.5258426966292133,445
137,as1121,3.5594713656387666,454
138,as1122,3.4548387096774196,465
139,as1123,3.4559426229508197,488
140,as1124,3.5113168724279835,486
141,as1125,3.5340681362725452,499
142,as1126,3.4222648752399234,521
143,as1127,3.5542797494780793,479
144,as1128,3.6453252032520327,492
145,as1129,3.5894495412844036,436
146,as113,3.534,500
147,as1130,3.587527352297593,457
148,as1131,3.5593047034764824,489
149,as1132,3.487128712871287,505
150,as1133,3.6014644351464433,478
151,as1134,3.5190677966101696,472
152,as1135,3.454070981210856,479
153,as1136,3.5412371134020617,485
154,as1137,3.528865979381443,485
155,as1138,3.460850111856823,447
156,as1139,3.673580786026201,458
157,as114,3.502044989775051,489
158,as1140,3.5307101727447217,521
159,as1141,3.6257731958762887,485
160,as1142,3.503177966101695,472
161,as1143,3.520533880903491,487
162,as1144,3.4935344827586206,464
163,as1145,3.506289308176101,477
164,as1146,3.607608695652174,460
165,as1147,3.539832285115304,477
166,as1148,3.497872340425532,470
167,as1149,3.4702643171806167,454
168,as115,3.520366598778004,491
169,as1150,3.5326530612244897,490
170,as1151,3.4793926247288502,461
171,as1152,3.542619542619543,481
172,as1153,3.5157894736842104,475
173,as1154,3.574725274725275,455
174,as1155,3.570539419087137,482
175,as1156,3.566600397614314,503
176,as1157,3.581699346405229,459
177,as1158,3.5149892933618845,467
178,as1159,3.674586776859504,484
179,as116,3.6190965092402463,487
180,as1160,3.501126126126126,444
181,as1161,3.531958762886598,485
182,as1162,3.4565217391304346,460
183,as1163,3.4596456692913384,508
184,as1164,3.5997782705099777,451
185,as1165,3.561111111111111,450
186,as1166,3.5064655172413794,464
187,as1167,3.4310699588477367,486
188,as1168,3.5242105263157897,475
189,as1169,3.456475583864119,471
190,as117,3.5725108225108224,462
191,as1170,3.5,495
192,as1171,3.447983014861996,471
193,as1172,3.491471215351812,469
194,as1173,3.4988888888888887,450
195,as1174,3.475824175824176,455
196,as1175,3.5551181102362204,508
197,as1176,3.544230769230769,520
198,as1177,3.5563829787234043,470
199,as1178,3.5260960334029225,479
200,as1179,3.530398322851153,477
201,as118,3.493801652892562,484
202,as1180,3.5539419087136928,482
203,as1181,3.6693386773547094,499
204,as1182,3.536263736263736,455
205,as1183,3.5613026819923372,522
206,as1184,3.556297709923664,524
207,as1185,3.5072614107883817,482
208,as1186,3.4721627408993574,467
209,as1187,3.5358649789029535,474
210,as1188,3.475149105367793,503
211,as1189,3.487473903966597,479
212,as119,3.6341463414634148,451
213,as1190,3.582150101419878,493
214,as1191,3.5277777777777777,522
215,as1192,3.5826693227091635,502
216,as1193,3.5099800399201597,501
217,as1194,3.5175983436853,483
218,as1195,3.6142557651991614,477
219,as1196,3.517505470459519,457
220,as1197,3.5214132762312635,467
221,as1198,3.563265306122449,490
222,as1199,3.578895463510848,507
223,as12,3.569072164948454,485
224,as120,3.446938775510204,490
225,as1200,3.4917355371900825,484
226,as1201,3.4950396825396823,504
227,as1202,3.4979423868312756,486
228,as1203,3.5922619047619047,504
229,as1204,3.489517819706499,477
230,as1205,3.513888888888889,468
231,as1206,3.485651214128035,453
232,as1207,3.4541577825159915,469
233,as1208,3.648106904231626,449
234,as1209,3.5450733752620547,477
235,as121,3.5493562231759657,466
236,as1210,3.5847826086956522,460
237,as1211,3.477801268498943,473
238,as1212,3.578470824949698,497
239,as1213,3.534412955465587,494
240,as1214,3.553061224489796,490
241,as1215,3.566346153846154,520
242,as1216,3.5128755364806867,466
243,as1217,3.4948347107438016,484
244,as1218,3.535425101214575,494
245,as1219,3.472945891783567,499
246,as122,3.528541226215645,473
247,as1220,3.5623781676413255,513
248,as1221,3.497912317327766,479
249,as1222,3.482318271119843,509
250,as1223,3.520242914979757,494
251,as1224,3.601279317697228,469
252,as1225,3.5,466
253,as1226,3.529350104821803,477
254,as1227,3.4845041322314048,484
255,as1228,3.5229759299781183,457
256,as1229,3.586206896551724,464
257,as123,3.4477611940298507,469
258,as1230,3.5189309576837418,449
259,as1231,3.5369198312236287,474
260,as1232,3.5284552845528454,492
261,as1233,3.4968354430379747,474
262,as1234,3.5818363273453095,501
263,as1235,3.4860788863109047,431
264,as1236,3.564516129032258,496
265,as1237,3.489539748953975,478
266,as1238,3.5236559139784944,465
267,as1239,3.5628997867803838,469
268,as124,3.40599173553719,484
269,as1240,3.533487297921478,433
270,as1241,3.4745222929936306,471
271,as1242,3.518279569892473,465
272,as1243,3.558764940239044,502
273,as1244,3.566666666666667,465
274,as1245,3.546666666666667,450
275,as1246,3.502288329519451,437
276,as1247,3.433628318584071,452
277,as1248,3.5,471
278,as1249,3.4427645788336934,463
279,as125,3.5248015873015874,504
280,as1250,3.546078431372549,510
281,as1251,3.491106719367589,506
282,as1252,3.5667372881355934,472
283,as1253,3.5287128712871287,505
284,as1254,3.5542279411764706,544
285,as1255,3.481589147286822,516
286,as1256,3.4791666666666665,480
287,as1257,3.60625,480
288,as1258,3.6032719836400817,489
289,as1259,3.4419087136929463,482
290,as126,3.5441176470588234,442
291,as1260,3.6018329938900204,491
292,as1261,3.5126849894291756,473
293,as1262,3.487012987012987,462
294,as1263,3.5535714285714284,504
295,as1264,3.572210065645514,457
296,as1265,3.613095238095238,504
297,as1266,3.5348101265822787,474
298,as1267,3.542696629213483,445
299,as1268,3.5801217038539552,493
300,as1269,3.4485148514851485,505
301,as127,3.6479591836734695,490
302,as1270,3.588050314465409,477
303,as1271,3.5888671875,512
304,as1272,3.4594320486815415,493
305,as1273,3.5639412997903563,477
306,as1274,3.585239085239085,481
307,as1275,3.523719165085389,527
308,as1276,3.675946547884187,449
309,as1277,3.4793926247288502,461
310,as1278,3.5720620842572064,451
311,as1279,3.569620253164557,474
312,as128,3.5,493
313,as1280,3.5420353982300883,452
314,as1281,3.5148063781321186,439
315,as1282,3.5533880903490758,487
316,as1283,3.5599547511312215,442
317,as1284,3.6448979591836737,490
318,as1285,3.544979079497908,478
319,as1286,3.4384615384615387,455
320,as1287,3.4475806451612905,496
321,as1288,3.5357894736842104,475
322,as1289,3.4656964656964657,481
323,as129,3.5388655462184873,476
324,as1290,3.507847533632287,446
325,as1291,3.5711500974658867,513
326,as1292,3.5698924731182795,465
327,as1293,3.517699115044248,452
328,as1294,3.5529661016949152,472
329,as1295,3.602910602910603,481
330,as1296,3.4674157303370787,445
331,as1297,3.4957805907172994,474
332,as1298,3.536796536796537,462
333,as1299,3.5377358490566038,477
334,as13,3.506550218340611,458
335,as130,3.492569002123142,471
336,as1300,3.4678423236514524,482
337,as1301,3.5339578454332554,427
338,as1302,3.5420258620689653,464
339,as1303,3.4929006085192698,493
340,as1304,3.604696673189824,511
341,as1305,3.5052966101694913,472
342,as1306,3.5766129032258065,496
343,as1307,3.5675965665236054,466
344,as1308,3.4682539682539684,504
345,as1309,3.5055187637969096,453
346,as131,3.5803964757709252,454
347,as1310,3.5511811023622046,508
348,as1311,3.508080808080808,495
349,as1312,3.491706161137441,422
350,as1313,3.4864559819413095,443
351,as1314,3.504201680672269,476
352,as1315,3.524193548387097,496
353,as1316,3.4520408163265306,490
354,as1317,3.493684210526316,475
355,as1318,3.594674556213018,507
356,as1319,3.480851063829787,470
357,as132,3.55736137667304,523
358,as1320,3.486842105263158,456
359,as1321,3.536610878661088,478
360,as1322,3.550204918032787,488
361,as1323,3.59447983014862,471
362,as1324,3.470707070707071,495
363,as1325,3.5810234541577826,469
364,as1326,3.5282828282828285,495
365,as1327,3.4364754098360657,488
366,as1328,3.544967880085653,467
367,as1329,3.5548654244306417,483
368,as133,3.4750519750519753,481
369,as1330,3.477272727272727,484
370,as1331,3.5614224137931036,464
371,as1332,3.513888888888889,504
372,as1333,3.5079522862823063,503
373,as1334,3.509394572025052,479
374,as1335,3.447872340425532,470
375,as1336,3.573469387755102,490
376,as1337,3.6209349593495936,492
377,as1338,3.419661733615222,473
378,as1339,3.4431818181818183,484
379,as134,3.46509009009009,444
380,as1340,3.5852631578947367,475
381,as1341,3.5480572597137012,489
382,as1342,3.5222437137330753,517
383,as1343,3.4956989247311827,465
384,as1344,3.5299586776859506,484
385,as1345,3.505446623093682,459
386,as1346,3.5843881856540083,474
387,as1347,3.511930585683297,461
388,as1348,3.611578947368421,475
389,as1349,3.535573122529644,506
390,as135,3.463389121338912,478
391,as1350,3.4776119402985075,469
392,as1351,3.6,520
393,as1352,3.6154618473895583,498
394,as1353,3.611111111111111,477
395,as1354,3.553738317757009,428
396,as1355,3.552915766738661,463
397,as1356,3.49468085106383,470
398,as1357,3.512987012987013,462
399,as1358,3.5577299412915853,511
400,as1359,3.5547945205479454,511
401,as136,3.541501976284585,506
402,as1360,3.6228991596638656,476
403,as1361,3.4375,488
404,as1362,3.524742268041237,485
405,as1363,3.5609756097560976,492
406,as1364,3.5135699373695197,479
407,as1365,3.524678111587983,466
408,as1366,3.519271948608137,467
409,as1367,3.569072164948454,485
410,as1368,3.606451612903226,465
411,as1369,3.507936507936508,441
412,as137,3.562098501070664,467
413,as1370,3.5703781512605044,476
414,as1371,3.5353634577603144,509
415,as1372,3.568565400843882,474
416,as1373,3.4803312629399588,483
417,as1374,3.5921325051759836,483
418,as1375,3.594279661016949,472
419,as1376,3.533049040511727,469
420,as1377,3.497840172786177,463
421,as1378,3.5010917030567685,458
422,as1379,3.501201923076923,416
423,as138,3.425553319919517,497
424,as1380,3.497029702970297,505
425,as1381,3.51875,480
426,as1382,3.559128630705394,482
427,as1383,3.5,467
428,as1384,3.524144869215292,497
429,as1385,3.595991561181435,474
430,as1386,3.531568228105906,491
431,as1387,3.5179584120982987,529
432,as1388,3.649789029535865,474
433,as1389,3.5822784810126582,474
434,as139,3.6604938271604937,486
435,as1390,3.57919621749409,423
436,as1391,3.4768211920529803,453
437,as1392,3.517391304347826,460
438,as1393,3.4947698744769875,478
439,as1394,3.5662921348314605,445
440,as1395,3.5805500982318272,509
441,as1396,3.5301204819277108,498
442,as1397,3.517391304347826,460
443,as1398,3.5968688845401173,511
444,as1399,3.5848861283643894,483
445,as14,3.5701219512195124,492
446,as140,3.674193548387097,465
447,as1400,3.45979381443299,485
448,as1401,3.5033333333333334,450
449,as1402,3.5627572016460904,486
450,as1403,3.614785992217899,514
451,as1404,3.5086021505376346,465
452,as1405,3.541407867494824,483
453,as1406,3.5033112582781456,453
454,as1407,3.503086419753086,486
455,as1408,3.4734411085450345,433
456,as1409,3.4488977955911824,499
457,as141,3.5172786177105833,463
458,as1410,3.473523421588595,491
459,as1411,3.5473251028806585,486
460,as1412,3.4911894273127753,454
461,as1413,3.4914529914529915,468
462,as1414,3.546511627906977,473
463,as1415,3.511930585683297,461
464,as1416,3.5306345733041575,457
465,as1417,3.5577731092436973,476
466,as1418,3.524058577405858,478
467,as1419,3.559475806451613,496
468,as142,3.492,500
469,as1420,3.466202783300199,503
470,as1421,3.538065843621399,486
471,as1422,3.5816326530612246,441
472,as1423,3.4957173447537473,467
473,as1424,3.5112704918032787,488
474,as1425,3.5717171717171716,495
475,as1426,3.5220588235294117,476
476,as1427,3.522593320235756,509
477,as1428,3.578846153846154,520
478,as1429,3.530398322851153,477
479,as143,3.567484662576687,489
480,as1430,3.5,468
481,as1431,3.532563025210084,476
482,as1432,3.507042253521127,497
483,as1433,3.56935817805383,483
484,as1434,3.4955456570155903,449
485,as1435,3.5424242424242425,495
486,as1436,3.4802631578947367,456
487,as1437,3.5168776371308015,474
488,as1438,3.5517241379310347,464
489,as1439,3.4918367346938775,490
490,as144,3.533066132264529,499
491,as1440,3.4676470588235295,510
492,as1441,3.6724137931034484,464
493,as1442,3.4958677685950414,484
494,as1443,3.5542279411764706,544
495,as1444,3.562761506276151,478
496,as1445,3.508213552361396,487
497,as1446,3.5175983436853,483
498,as1447,3.579754601226994,489
499,as1448,3.5193548387096776,465
500,as1449,3.4240088105726874,454
501,as145,3.5613839285714284,448
502,as1450,3.5508130081300813,492
503,as1451,3.5866807610993656,473
504,as1452,3.4968487394957983,476
505,as1453,3.3938428874734607,471
506,as1454,3.4891067538126364,459
507,as1455,3.5659574468085107,470
508,as1456,3.5382231404958677,484
509,as1457,3.6083690987124464,466
510,as1458,3.548155737704918,488
511,as1459,3.496739130434783,460
512,as146,3.518867924528302,477
513,as1460,3.574031890660592,439
514,as1461,3.517708333333333,480
515,as1462,3.476133651551313,419
516,as1463,3.5357142857142856,518
517,as1464,3.58876404494382,445
518,as1465,3.5783132530120483,498
519,as1466,3.5876826722338206,479
520,as1467,3.55761316872428,486
521,as1468,3.5336225596529283,461
522,as1469,3.552980132450331,453
523,as147,3.550935550935551,481
524,as1470,3.517857142857143,504
525,as1471,3.5920454545454548,440
526,as1472,3.5325379609544467,461
527,as1473,3.5137711864406778,472
528,as1474,3.530720338983051,472
529,as1475,3.548,500
530,as1476,3.572340425531915,470
531,as1477,3.5661764705882355,476
532,as1478,3.529157667386609,463
533,as1479,3.4676767676767675,495
534,as148,3.5464135021097047,474
535,as1480,3.5510869565217393,460
536,as1481,3.475257731958763,485
537,as1482,3.519467213114754,488
538,as1483,3.555187637969095,453
539,as1484,3.590543259557344,497
540,as1485,3.5471491228070176,456
541,as1486,3.603734439834025,482
542,as1487,3.387949260042283,473
543,as1488,3.5388888888888888,450
544,as1489,3.547984644913628,521
545,as149,3.5282828282828285,495
546,as1490,3.4505050505050505,495
547,as1491,3.514130434782609,460
548,as1492,3.537313432835821,469
549,as1493,3.5030549898167007,491
550,as1494,3.4662790697674417,430
551,as1495,3.5630434782608695,460
552,as1496,3.4959016393442623,488
553,as1497,3.595617529880478,502
554,as1498,3.4765625,512
555,as1499,3.559288537549407,506
556,as15,3.522727272727273,484
557,as150,3.565359477124183,459
558,as1500,3.5200400801603204,499
559,as1501,3.511853448275862,464
560,as1502,3.5237154150197627,506
561,as1503,3.5707171314741037,502
562,as1504,3.4764957264957266,468
563,as1505,3.5187110187110187,481
564,as1506,3.5669216061185467,523
565,as1507,3.584710743801653,484
566,as1508,3.5292887029288704,478
567,as1509,3.5030549898167007,491
568,as151,3.5251046025104604,478
569,as1510,3.5153688524590163,488
570,as1511,3.52355460385439,467
571,as1512,3.5574817518248176,548
572,as1513,3.576530612244898,490
573,as1514,3.508714596949891,459
574,as1515,3.502217294900222,451
575,as1516,3.4954545454545456,440
576,as1517,3.5528541226215644,473
577,as1518,3.5643459915611815,474
578,as1519,3.469844357976654,514
579,as152,3.596774193548387,496
580,as1520,3.5951882845188283,478
581,as1521,3.5475638051044083,431
582,as1522,3.4638429752066116,484
583,as1523,3.5734265734265733,429
584,as1524,3.5725806451612905,496
585,as1525,3.5734126984126986,504
586,as1526,3.4649321266968327,442
587,as1527,3.522593320235756,509
588,as1528,3.5692963752665245,469
589,as1529,3.5204918032786887,488
590,as153,3.5256147540983607,488
591,as1530,3.548707753479125,503
592,as1531,3.5751565762004174,479
593,as1532,3.5964360587002098,477
594,as1533,3.5128205128205128,468
595,as1534,3.492842535787321,489
596,as1535,3.5307692307692307,455
597,as1536,3.5367063492063493,504
598,as1537,3.5808823529411766,476
599,as1538,3.480651731160896,491
600,as1539,3.497076023391813,513
601,as154,3.4786585365853657,492
602,as1540,3.4652466367713006,446
603,as1541,3.538310412573674,509
604,as1542,3.4932038834951458,515
605,as1543,3.518735362997658,427
606,as1544,3.5052410901467503,477
607,as1545,3.527950310559006,483
608,as1546,3.566326530612245,490
609,as1547,3.5119825708061003,459
610,as1548,3.5399113082039912,451
611,as1549,3.4657387580299788,467
612,as155,3.4938398357289526,487
613,as1550,3.4858823529411764,425
614,as1551,3.554112554112554,462
615,as1552,3.5584016393442623,488
616,as1553,3.6315240083507305,479
617,as1554,3.4927685950413223,484
618,as1555,3.620123203285421,487
619,as1556,3.5176470588235293,510
620,as1557,3.5625,456
621,as1558,3.533536585365854,492
622,as1559,3.5219123505976095,502
623,as156,3.5805439330543933,478
624,as1560,3.5387673956262424,503
625,as1561,3.5127952755905514,508
626,as1562,3.4783080260303687,461
627,as1563,3.541942604856512,453
628,as1564,3.5140997830802605,461
629,as1565,3.4833679833679834,481
630,as1566,3.5219298245614037,456
631,as1567,3.495876288659794,485
632,as1568,3.4487750556792873,449
633,as1569,3.5090909090909093,440
634,as157,3.5,484
635,as1570,3.5801217038539552,493
636,as1571,3.5320388349514564,515
637,as1572,3.612704918032787,488
638,as1573,3.5657327586206895,464
639,as1574,3.5287698412698414,504
640,as1575,3.5115062761506275,478
641,as1576,3.567685589519651,458
642,as1577,3.5885947046843176,491
643,as1578,3.533333333333333,465
644,as1579,3.600431965442765,463
645,as158,3.505524861878453,543
646,as1580,3.5847457627118646,472
647,as1581,3.517821782178218,505
648,as1582,3.55741127348643,479
649,as1583,3.551041666666667,480
650,as1584,3.5540037243947857,537
651,as1585,3.533673469387755,490
652,as1586,3.4768421052631577,475
653,as1587,3.53515625,512
654,as1588,3.545824847250509,491
655,as1589,3.480392156862745,459
656,as159,3.534216335540839,453
657,as1590,3.480808080808081,495
658,as1591,3.530800821355236,487
659,as1592,3.5443037974683542,474
660,as1593,3.5594059405940595,505
661,as1594,3.568085106382979,470
662,as1595,3.530392156862745,510
663,as1596,3.607883817427386,482
664,as1597,3.563872255489022,501
665,as1598,3.5461065573770494,488
666,as1599,3.475840336134454,476
667,as16,3.5297356828193833,454
668,as160,3.5632780082987554,482
669,as1600,3.53125,464
670,as1601,3.594,500
671,as1602,3.5421455938697317,522
672,as1603,3.4820224719101125,445
673,as1604,3.594155844155844,462
674,as1605,3.574736842105263,475
675,as1606,3.4670454545454548,440
676,as1607,3.5902912621359224,515
677,as1608,3.526136363636364,440
678,as1609,3.4853862212943634,479
679,as161,3.5455465587044532,494
680,as1610,3.502952755905512,508
681,as1611,3.4549098196392785,499
682,as1612,3.524742268041237,485
683,as1613,3.537037037037037,459
684,as1614,3.5336633663366337,505
685,as1615,3.6019108280254777,471
686,as1616,3.517543859649123,456
687,as1617,3.5939524838012957,463
688,as1618,3.6215932914046123,477
689,as1619,3.557,500
690,as162,3.5483870967741935,496
691,as1620,3.5010570824524314,473
692,as1621,3.6155419222903884,489
693,as1622,3.4452954048140043,457
694,as1623,3.526470588235294,510
695,as1624,3.535799522673031,419
696,as1625,3.5050709939148073,493
697,as1626,3.4498886414253898,449
698,as1627,3.5552147239263805,489
699,as1628,3.4604700854700856,468
700,as1629,3.514799154334038,473
701,as163,3.4211663066954645,463
702,as1630,3.555776892430279,502
703,as1631,3.515184381778742,461
704,as1632,3.5328947368421053,456
705,as1633,3.5422680412371133,485
706,as1634,3.5199600798403194,501
707,as1635,3.4802904564315353,482
708,as1636,3.439918533604888,491
709,as1637,3.685515873015873,504
710,as1638,3.4789915966386555,476
711,as1639,3.540948275862069,464
712,as164,3.4713193116634797,523
713,as1640,3.5622362869198314,474
714,as1641,3.5236686390532546,507
715,as1642,3.449064449064449,481
716,as1643,3.52734375,512
717,as1644,3.471638655462185,476
718,as1645,3.5476190476190474,504
719,as1646,3.5942307692307693,520
720,as1647,3.698704103671706,463
721,as1648,3.554766734279919,493
722,as1649,3.528669724770642,436
723,as165,3.472340425531915,470
724,as1650,3.495959595959596,495
725,as1651,3.5302083333333334,480
726,as1652,3.544372294372294,462
727,as1653,3.4796573875803,467
728,as1654,3.4819277108433737,498
729,as1655,3.5522088353413657,498
730,as1656,3.520697167755991,459
731,as1657,3.5452538631346577,453
732,as1658,3.530425963488844,493
733,as1659,3.56312625250501,499
734,as166,3.59026369168357,493
735,as1660,3.6225806451612903,465
736,as1661,3.595,500
737,as1662,3.4693654266958425,457
738,as1663,3.5078299776286355,447
739,as1664,3.6112359550561797,445
740,as1665,3.4789473684210526,475
741,as1666,3.5030487804878048,492
742,as1667,3.5744234800838575,477
743,as1668,3.427104722792608,487
744,as1669,3.540625,480
745,as167,3.4841772151898733,474
746,as1670,3.5913978494623655,465
747,as1671,3.4937759336099585,482
748,as1672,3.59958071278826,477
749,as1673,3.6376518218623484,494
750,as1674,3.503030303030303,495
751,as1675,3.564732142857143,448
752,as1676,3.513592233009709,515
753,as1677,3.4384765625,512
754,as1678,3.528421052631579,475
755,as1679,3.622047244094488,508
756,as168,3.466139954853273,443
757,as1680,3.593541202672606,449
758,as1681,3.497929606625259,483
759,as1682,3.5934873949579833,476
760,as1683,3.5230607966457024,477
761,as1684,3.5233463035019454,514
762,as1685,3.520874751491054,503
763,as1686,3.57088122605364,522
764,as1687,3.566017316017316,462
765,as1688,3.56187624750499,501
766,as1689,3.47459584295612,433
767,as169,3.4989648033126293,483
768,as1690,3.578449905482042,529
769,as1691,3.5399568034557234,463
770,as1692,3.5731182795698926,465
771,as1693,3.5165929203539825,452
772,as1694,3.5593047034764824,489
773,as1695,3.5905172413793105,464
774,as1696,3.4577603143418467,509
775,as1697,3.5636743215031315,479
776,as1698,3.5756880733944953,436
777,as1699,3.5,465
778,as17,3.4989837398373984,492
779,as170,3.5860927152317883,453
780,as1700,3.5625,464
781,as1701,3.592436974789916,476
782,as1702,3.510752688172043,465
783,as1703,3.5965092402464065,487
784,as1704,3.535496957403651,493
785,as1705,3.5156576200417535,479
786,as1706,3.471458773784355,473
787,as1707,3.524058577405858,478
788,as1708,3.510204081632653,490
789,as1709,3.544698544698545,481
790,as171,3.4865424430641823,483
791,as1710,3.5688559322033897,472
792,as1711,3.5010183299389004,491
793,as1712,3.578494623655914,465
794,as1713,3.5798403193612773,501
795,as1714,3.5160599571734474,467
796,as1715,3.513238289205703,491
797,as1716,3.478787878787879,495
798,as1717,3.5163398692810457,459
799,as1718,3.528888888888889,450
800,as1719,3.5252631578947367,475
801,as172,3.52755905511811,508
802,as1720,3.484198645598194,443
803,as1721,3.644628099173554,484
804,as1722,3.536926147704591,501
805,as1723,3.453781512605042,476
806,as1724,3.578054298642534,442
807,as1725,3.597560975609756,451
808,as1726,3.5665280665280665,481
809,as1727,3.603485838779956,459
810,as1728,3.4924406047516197,463
811,as1729,3.5083333333333333,480
812,as173,3.5437743190661477,514
813,as1730,3.5775109170305677,458
814,as1731,3.485838779956427,459
815,as1732,3.5427698574338087,491
816,as1733,3.5381263616557734,459
817,as1734,3.5501022494887526,489
818,as1735,3.626,500
819,as1736,3.529723991507431,471
820,as1737,3.5715767634854774,482
821,as1738,3.4796137339055795,466
822,as1739,3.5139720558882237,501
823,as174,3.4980988593155895,526
824,as1740,3.534907597535934,487
825,as1741,3.6016260162601625,492
826,as1742,3.5669291338582676,508
827,as1743,3.5435643564356436,505
828,as1744,3.605421686746988,498
829,as1745,3.493963782696177,497
830,as1746,3.54253112033195,482
831,as1747,3.5538116591928253,446
832,as1748,3.5420841683366735,499
833,as1749,3.5360262008733625,458
834,as175,3.559375,480
835,as1750,3.4650112866817158,443
836,as1751,3.507847533632287,446
837,as1752,3.452182952182952,481
838,as1753,3.569277108433735,498
839,as1754,3.5410677618069815,487
840,as1755,3.4833333333333334,480
841,as1756,3.5661764705882355,476
842,as1757,3.484076433121019,471
843,as1758,3.5358565737051793,502
844,as1759,3.561368209255533,497
845,as176,3.5218295218295217,481
846,as1760,3.4945414847161573,458
847,as1761,3.5829646017699117,452
848,as1762,3.5144124168514415,451
849,as1763,3.556338028169014,426
850,as1764,3.5971370143149284,489
851,as1765,3.475635593220339,472
852,as1766,3.517821782178218,505
853,as1767,3.576344086021505,465
854,as1768,3.5502232142857144,448
855,as1769,3.5471491228070176,456
856,as177,3.5214007782101167,514
